0,744101,11.6667,01,92.75
2,744102,11.6833,01,92.7167
7,744103,11.6651,01,92.7121
16,744104,11.6651,01,92.7121
19,744105,11.6,01,92.7333
26,744106,11.6588,01,92.7438
27,744107,11.6651,01,92.7121
29,744112,11.6651,01,92.7121
30,744201,12.7167,01,92.9
34,744202,18.9492,01,84.2801
46,744203,16.7362,01,87.2991
47,744204,20.1981,01,83.5205
52,744205,15.2159,01,86.8982
59,744206,11.7167,01,92.6833
69,744207,19.4846,01,84.6204
73,744209,16.7362,01,87.2991
75,744210,16.7362,01,87.2991
78,744211,16.7362,01,87.2991
82,744301,9.2,01,92.7167
87,744302,9.1833,01,92.7667
93,744303,9.1833,01,92.7667
98,744304,9.1833,01,92.7667
101,507130,16.9958,02,80.1538
104,515001,14.6794,02,77.5988
112,515002,16.7833,02,81.9
119,515003,15.7314,02,79.7494
120,515004,15.7314,02,79.7494
131,515005,15.7314,02,79.7494
134,515101,14.3069,02,77.6576
143,515110,14.0834,02,77.5959
156,515122,13.2756,02,78.4595
167,515123,14.0937,02,77.428
178,515124,23.5339,02,73.6426
190,515133,14.2696,02,79.1008
200,515134,14.1652,02,77.8117
208,515144,14.1995,02,77.8012
219,515154,14.2698,02,77.9726
227,515159,14.1894,02,79.783
236,515164,14.1902,02,77.6339
242,515201,12.9596,02,77.6453
249,515202,12.9596,02,77.6453
250,515211,13.8968,02,76.8426
257,515212,17.2373,02,78.3992
267,515231,17.4679,02,78.6914
280,515241,18.577,02,80.9077
292,515261,14.2333,02,79.7333
300,515271,12.960999999999999,02,77.55
312,515281,15.9805,02,79.9177
320,515286,12.9519,02,80.2398
327,515291,13.888,02,77.2216
336,515301,13.9412,02,77.2721
346,515303,10.5086,02,77.4835
354,515305,12.2249,02,77.3778
362,515311,13.3899,02,77.3325
373,515321,14.0699,02,76.905
379,515331,14.0164,02,80.1281
392,515341,13.4163,02,77.7741
399,515401,15.1184,02,77.6378
415,515402,13.8195,02,77.7657
419,515405,13.8195,02,77.7657
429,515408,15.0501,02,77.8725
441,515411,14.9081,02,78.0111
454,515413,14.5201,02,78.7733
455,515414,14.0628,02,78.5756
467,515415,15.5042,02,80.1285
476,515425,14.8325,02,77.801
494,515435,14.7997,02,77.7182
498,515445,14.7969,02,78.2678
505,515455,15.0526,02,77.8175
515,515465,14.6983,02,78.0748
530,515501,14.2345,02,78.095
544,515511,15.1177,02,78.9543
552,515521,15.1817,02,78.6722
565,515531,15.1817,02,78.6722
573,515541,18.577,02,80.9077
583,515551,15.1817,02,78.6722
591,515556,15.1817,02,78.6722
598,515561,15.1817,02,78.6722
609,515571,13.9397,02,78.2779
628,515581,14.2416,02,78.2587
641,515591,14.1125,02,78.1603
650,515601,13.8326,02,77.7743
657,515611,13.2105,02,79.0956
664,515621,14.7759,02,78.1949
677,515631,15.2214,02,78.2231
692,515641,14.4932,02,77.626
703,515651,14.4832,02,78.0509
710,515661,14.4832,02,78.0509
719,515671,14.4149,02,77.72
721,515672,14.3051,02,77.4968
741,515701,16.4819,02,78.3574
752,515711,15.3062,02,78.4122
766,515721,15.2154,02,79.9039
770,515722,15.2154,02,79.9039
780,515731,15.110999999999999,02,78.5201
795,515741,14.1894,02,79.783
808,515751,15.3062,02,78.4122
822,515761,15.5405,02,79.9456
842,515763,15.0847,02,78.1446
855,515765,15.0847,02,78.1446
866,515766,14.293,02,77.0328
879,515767,15.0847,02,78.1446
891,515774,14.9443,02,77.5934
895,515775,14.9443,02,77.5934
907,515787,15.2637,02,77.8143
916,515801,15.1713,02,77.3657
923,515803,15.1713,02,77.3657
930,515812,12.1277,02,78.1579
949,515822,14.8882,02,77.2084
955,515832,15.0274,02,77.3866
965,515842,14.4197,02,78.0913
975,515863,14.8458,02,79.2647
984,515865,17.2373,02,78.3992
1006,515867,14.8458,02,79.2647
1017,515870,16.38,02,77.94
1025,515871,13.3884,02,79.7963
1045,515872,14.927999999999999,02,78.2828
1046,516001,14.4775,02,78.8235
1053,516002,14.4752,02,78.8354
1067,516003,15.5935,02,78.8618
1083,516004,15.5935,02,78.8618
1088,516101,13.5818,02,78.7664
1105,516104,14.172,02,79.3305
1113,516105,17.6414,02,78.314
1121,516107,17.3743,02,78.2473
1137,516108,15.1973,02,78.8119
1147,516110,17.4886,02,78.6021
1153,516115,17.6183,02,78.0772
1155,516126,13.8352,02,78.6339
1175,516127,14.0164,02,80.1281
1181,516128,14.847999999999999,02,79.1603
1191,516129,15.7702,02,78.9396
1200,516130,17.5762,02,78.9453
1211,516150,14.2677,02,79.1184
1224,516151,17.4128,02,78.1792
1229,516152,19.403,02,79.6005
1233,516162,12.6456,02,79.1603
1244,516163,19.3518,02,79.4832
1248,516172,13.3092,02,77.9721
1267,516173,13.2398,02,78.3761
1274,516175,13.1009,02,79.1842
1295,516193,9.2885,02,79.3127
1314,516203,16.7805,02,77.8675
1331,516213,17.2373,02,78.3992
1338,516214,11.543,02,78.1402
1348,516215,14.0587,02,79.2331
1362,516216,13.2819,02,80.172
1375,516217,15.1085,02,78.9411
1386,516218,14.0164,02,80.1281
1395,516227,16.3013,02,80.6298
1405,516228,14.8745,02,79.0179
1415,516233,16.8178,02,80.9691
1423,516237,16.8178,02,80.9691
1428,516247,15.0561,02,79.241
1433,516257,17.2373,02,78.3992
1447,516259,13.6218,02,80.1371
1462,516267,13.9337,02,79.0776
1483,516268,13.6288,02,79.2193
1492,516269,14.0568,02,78.7513
1509,516270,15.0561,02,79.241
1515,516289,15.5405,02,79.9456
1534,516293,17.3617,02,77.1076
1546,516309,14.8739,02,78.1047
1553,516310,14.9776,02,78.8922
1557,516311,14.9776,02,78.8922
1558,516312,14.9776,02,78.8922
1562,516321,14.458,02,78.4451
1572,516329,14.458,02,78.4451
1575,516339,14.9776,02,78.8922
1586,516349,14.9776,02,78.8922
1595,516350,15.3282,02,79.6652
1607,516355,14.6794,02,77.5988
1612,516356,15.042,02,78.9708
1620,516359,15.3404,02,80.0403
1632,516360,14.7502,02,78.5481
1640,516361,16.8178,02,80.9691
1652,516362,17.2833,02,82.4
1660,516380,14.9629,02,77.7743
1671,516390,14.4217,02,78.2257
1673,516391,15.2416,02,78.6319
1692,516396,14.5691,02,77.9715
1702,516401,14.5754,02,78.281
1710,516411,14.8804,02,78.4467
1718,516421,13.5697,02,79.7063
1729,516431,14.9587,02,78.41
1736,516432,14.4283,02,78.6936
1743,516433,14.9446,02,78.3113
1751,516434,13.905,02,79.0266
1769,516439,14.4283,02,78.6936
1770,516444,14.82,02,78.5791
1778,516454,16.2299,02,80.4931
1786,516464,14.7054,02,78.1525
1797,516474,14.8739,02,78.1047
1812,516484,17.6939,02,78.281
1821,516501,14.2123,02,78.85
1832,516502,16.6926,02,77.3841
1847,516503,16.3875,02,77.4362
1856,516504,15.2637,02,77.8143
1869,516505,15.745,02,78.5963
1875,517001,13.2105,02,79.0956
1880,517002,13.5229,02,78.8648
1887,517004,13.8352,02,78.6339
1892,517101,13.5887,02,79.3163
1894,517102,17.9153,02,78.2339
1906,517112,13.472999999999999,02,79.1632
1921,517113,14.267999999999999,02,78.1988
1926,517123,14.267999999999999,02,78.1988
1934,517124,17.25,02,81.6333
1947,517125,13.1214,02,80.1561
1958,517126,13.3693,02,79.1953
1968,517127,14.5466,02,79.3864
1980,517128,14.4204,02,79.1205
1986,517129,14.9764,02,78.28
2001,517130,11.9024,02,78.0574
2011,517131,11.2033,02,77.8104
2019,517132,12.6014,02,78.3045
2029,517152,11.3797,02,78.7885
2036,517167,14.0307,02,78.9994
2050,517172,13.5768,02,79.0946
2055,517192,13.7028,02,79.1514
2061,517193,13.7028,02,79.1514
2066,517194,13.7028,02,79.1514
2079,517213,13.82,02,78.8959
